Date,Region,Sales Territory Key,Conditions,Precipitation (in),Snow (in),Max Temperature,Average Temperature,Min Temperature
2016-01-26,Australia,9,Clear,0,0,81,60,56
2016-01-26,Australia,9,Rain,0.39,0,71,,47
2016-01-26,Canada,6,Clear,0,0,49,21.5,35
2016-01-26,Canada,6,Rain,0.22,0,25,22,20
2016-01-26,Canada,6,Snow,0.85,10,31,24,18
2016-01-26,Central,3,Clear,0,0,43,,22
2016-01-26,France,7,Clear,0,0,53,49.5,44
2016-01-26,Germany,8,Clear,0,0,,47,
2016-01-26,Germany,8,Rain,0.29,0,52,48,41
2016-01-26,Northeast,2,Clear,0,0,45,37,21
2016-01-26,Northeast,2,Rain,1.21,0,55,49,43
2016-01-26,Northwest,1,Clear,0,0,52,,35
2016-01-26,Northwest,1,Rain,5.6,0,51,,41
2016-01-26,Southeast,5,Clear,0,0,76,72,57
2016-01-26,Southwest,4,Clear,0,0,73,,46
2016-01-26,Southwest,4,Rain,0.35,0,57,52,43
2016-01-26,United Kingdom,10,Clear,0,0,,48,
2016-01-26,United Kingdom,10,Rain,0.61,0,55,,42
2016-01-27,Australia,9,Clear,0,0,82,61,60
2016-01-27,Australia,9,Rain,2.42,0,77,,57
2016-01-27,Canada,6,Clear,0,0,63,25,40
2016-01-27,Canada,6,Rain,1.61,0,37,28,19
2016-01-27,Canada,6,Snow,3.76,36,38,26,14
2016-01-27,Central,3,Clear,0,0,56,,20
2016-01-27,France,7,Clear,0,0,,,
2016-01-27,France,7,Rain,0.09,0,54,51.5,50
2016-01-27,Germany,8,Clear,0,0,53,50,46
2016-01-27,Germany,8,Rain,0.02,0,53,,46
2016-01-27,Northeast,2,Clear,0,0,48,43,28
2016-01-27,Northeast,2,Rain,3.89,0,57,52,50
2016-01-27,Northwest,1,Clear,0,0,,,
2016-01-27,Northwest,1,Rain,23.38,0,53,,45
2016-01-27,Southeast,5,Clear,0,0,78,,61
2016-01-27,Southeast,5,Rain,2.51,0,81,76,63
2016-01-27,Southwest,4,Clear,0,0,55,47,34
2016-01-27,Southwest,4,Rain,3.09,0,52,,38
2016-01-27,United Kingdom,10,Rain,0.53,0,53,53,48
2016-01-28,Australia,9,Clear,0,0,65,42,48
2016-01-28,Australia,9,Rain,14.77,0,81,66,65
2016-01-28,Canada,6,Clear,0,0,38,13.5,11
2016-01-28,Canada,6,Rain,3.89,0,79,,68
2016-01-28,Canada,6,Snow,0.45,5,,,
2016-01-28,Central,3,Clear,0,0,55,,28
2016-01-28,France,7,Clear,0,0,50,46,40
2016-01-28,France,7,Rain,0.64,0,53,48,
2016-01-28,Germany,8,Clear,0,0,,44,
2016-01-28,Germany,8,Rain,0.39,0,53,44,34
2016-01-28,Northeast,2,Clear,0,0,43,34,19
2016-01-28,Northeast,2,Rain,16.29,0,56,53,47
2016-01-28,Northwest,1,Rain,108.41,0,54,,44
2016-01-28,Southeast,5,Clear,0,0,,,
2016-01-28,Southeast,5,Rain,19.51,0,77,71,66
2016-01-28,Southwest,4,Clear,0,0,62,45,30
2016-01-28,Southwest,4,Rain,0.02,0,,,
2016-01-28,United Kingdom,10,Clear,0,0,53,,35
2016-01-28,United Kingdom,10,Rain,0.96,0,,43,
2016-01-29,Australia,9,Clear,0,0,65,41,41
2016-01-29,Australia,9,Rain,23.42,0,62,58.5,55
2016-01-29,Canada,6,Clear,0,0,48,25,19
2016-01-29,Canada,6,Rain,6.87,0,57,23,35
2016-01-29,Central,3,Clear,0,0,68,,25
2016-01-29,France,7,Clear,0,0,49,44,37
2016-01-29,France,7,Rain,0.37,0,,,
2016-01-29,Germany,8,Clear,0,0,48,41.5,32
2016-01-29,Northeast,2,Clear,0,0,41,36,25
2016-01-29,Northeast,2,Rain,4.49,0,52,47,42
2016-01-29,Northwest,1,Rain,22.98,0,49,,40
2016-01-29,Southeast,5,Clear,0,0,67,65,53
2016-01-29,Southeast,5,Rain,32.12,0,74,,62
2016-01-29,Southwest,4,Clear,0,0,71,51,31
2016-01-29,United Kingdom,10,Clear,0,0,54,52,46
2016-01-29,United Kingdom,10,Rain,0.7,0,47,,37
2016-01-30,Australia,9,Clear,0,0,60,43,41
2016-01-30,Australia,9,Rain,11.76,0,74,64.5,50
2016-01-30,Canada,6,Clear,0,0,46,31.2,32
2016-01-30,Canada,6,Rain,0.39,0,,,
2016-01-30,Central,3,Clear,0,0,58,,29
2016-01-30,France,7,Clear,0,0,,,
2016-01-30,France,7,Rain,0.5,0,49,46.5,44
2016-01-30,Germany,8,Clear,0,0,,45,
2016-01-30,Germany,8,Rain,2.2,0,48,46,38
2016-01-30,Northeast,2,Clear,0,0,42,36,28
2016-01-30,Northeast,2,Rain,1.95,0,46,42,38
2016-01-30,Northwest,1,Clear,0,0,45,,38
2016-01-30,Northwest,1,Rain,19.31,0,47,,37
2016-01-30,Northwest,1,Snow,0.47,1,39,,32
2016-01-30,Southeast,5,Clear,0,0,68,61,53
2016-01-30,Southeast,5,Rain,0.01,0,,,
2016-01-30,Southwest,4,Clear,0,0,75,58,39
2016-01-30,United Kingdom,10,Rain,0.43,0,55,46,44
2016-01-31,Australia,9,Clear,0,0,60,45,47
2016-01-31,Australia,9,Rain,14.55,0,70,60,56
2016-01-31,Canada,6,Clear,0,0,49,18.33333333,35
2016-01-31,Canada,6,Rain,0.03,0,27,22,16
2016-01-31,Canada,6,Snow,0.03,0,21,18,16
2016-01-31,Central,3,Clear,0,0,55,,35
2016-01-31,France,7,Clear,0,0,,,
2016-01-31,France,7,Rain,0.43,0,57,50.5,44
2016-01-31,Germany,8,Clear,0,0,43,39,36
2016-01-31,Germany,8,Rain,0.02,0,44,,35
2016-01-31,Northeast,2,Clear,0,0,50,41.5,33
2016-01-31,Northeast,2,Rain,0.07,0,45,,38
2016-01-31,Northwest,1,Clear,0,0,45,,36
2016-01-31,Northwest,1,Rain,0.81,0,42,,35
2016-01-31,Southeast,5,Clear,0,0,75,68,57
2016-01-31,Southwest,4,Clear,0,0,77,66,44
2016-01-31,United Kingdom,10,Clear,0,0,,48,39
2016-01-31,United Kingdom,10,Rain,0.2,0,57,,39
2016-02-01,Australia,9,Clear,0,0,73,54.5,50
2016-02-01,Australia,9,Rain,3.68,0,70,67,47
2016-02-01,Canada,6,Clear,0,0,44,17,30
2016-02-01,Canada,6,Rain,1.09,0,38,16,31
2016-02-01,Canada,6,Snow,0.16,0,,,
2016-02-01,Central,3,Clear,0,0,50,,36
2016-02-01,Central,3,Rain,0.01,0,53,,38
2016-02-01,France,7,Clear,0,0,54,53,51
2016-02-01,France,7,Rain,0.08,0,57,54,53
2016-02-01,Germany,8,Clear,0,0,,45,
2016-02-01,Germany,8,Rain,1.89,0,53,45,39
2016-02-01,Northeast,2,Clear,0,0,61,49,37
2016-02-01,Northeast,2,Rain,0.6,0,47,41,38
2016-02-01,Northwest,1,Clear,0,0,48,,37
2016-02-01,Northwest,1,Rain,7.53,0,43,,36
2016-02-01,Northwest,1,Snow,0.23,1,37,,32
2016-02-01,Southeast,5,Clear,0,0,,,
2016-02-01,Southeast,5,Rain,9.24,0,76,73,62
2016-02-01,Southwest,4,Clear,0,0,80,61,47
2016-02-01,Southwest,4,Rain,0.04,0,,,
2016-02-01,United Kingdom,10,Clear,0,0,50,,43
2016-02-01,United Kingdom,10,Rain,0.12,0,,54,
2016-02-02,Australia,9,Clear,0,0,88,73,57
2016-02-02,Australia,9,Rain,0.5,0,52,45,36
2016-02-02,Canada,6,Clear,0,0,35,13,19
2016-02-02,Canada,6,Rain,2.59,0,79,,70
2016-02-02,Canada,6,Snow,0,0,,,
2016-02-02,Central,3,Rain,6.28,0,53,,34
2016-02-02,France,7,Clear,0,0,55,50,
2016-02-02,France,7,Rain,0.03,0,54,50,46
2016-02-02,Germany,8,Clear,0,0,,48,
2016-02-02,Germany,8,Rain,0.45,0,53,48,42
2016-02-02,Northeast,2,Clear,0,0,57,44,27
2016-02-02,Northeast,2,Rain,0.5,0,48,41,34
2016-02-02,Northwest,1,Clear,0,0,50,,34
2016-02-02,Northwest,1,Rain,2.18,0,45,,33
2016-02-02,Southeast,5,Clear,0,0,83,,67
2016-02-02,Southeast,5,Rain,7.14,0,76,74,69
2016-02-02,Southwest,4,Clear,0,0,74,65,45
2016-02-02,United Kingdom,10,Clear,0,0,46,47,45
2016-02-02,United Kingdom,10,Rain,0.02,0,49,,46
2016-02-03,Australia,9,Clear,0,0,54,33,42
2016-02-03,Australia,9,Rain,4.04,0,68,64,61
2016-02-03,Canada,6,Clear,0,0,43,8,23
2016-02-03,Canada,6,Rain,0.13,0,39,10,26
2016-02-03,Canada,6,Snow,0.22,2,19,9,-2
2016-02-03,Central,3,Clear,0,0,37,,20
2016-02-03,France,7,Clear,0,0,,,
2016-02-03,France,7,Rain,0.09,0,48,43.5,40
2016-02-03,Germany,8,Clear,0,0,45,41.5,38
2016-02-03,Germany,8,Rain,0.01,0,46,,39
2016-02-03,Northeast,2,Clear,0,0,50,,27
2016-02-03,Northeast,2,Rain,5.91,0,55,42.5,33
2016-02-03,Northwest,1,Clear,0,0,37,,32
2016-02-03,Northwest,1,Rain,6.01,0,48,,37
2016-02-03,Southeast,5,Clear,0,0,81,76,71
2016-02-03,Southwest,4,Clear,0,0,66,49,35
2016-02-03,United Kingdom,10,Clear,0,0,57,,36
2016-02-03,United Kingdom,10,Rain,0.08,0,56,42,36
2016-02-04,Australia,9,Clear,0,0,59,28,39
2016-02-04,Australia,9,Rain,6.7,0,70,64.5,59
2016-02-04,Canada,6,Clear,0,0,43,8.66666667,26
2016-02-04,Canada,6,Rain,1.4,0,37,11,22
2016-02-04,Canada,6,Snow,1.72,19,18,10,3
2016-02-04,Central,3,Clear,0,0,47,,17
2016-02-04,France,7,Rain,2.26,0,52,45.5,39
2016-02-04,Germany,8,Clear,,0,,38,
2016-02-04,Germany,8,Rain,1.39,0,40,38,35
2016-02-04,Northeast,2,Clear,0,0,58,,39
2016-02-04,Northeast,2,Rain,30.89,0,55,49,38
2016-02-04,Northwest,1,Rain,45.12,0,45,,38
2016-02-04,Southeast,5,Clear,0,0,81,76,72
2016-02-04,Southwest,4,Clear,0,0,56,42,30
2016-02-04,United Kingdom,10,Clear,0,0,51,49,38
2016-02-04,United Kingdom,10,Rain,0.2,0,52,,38
2016-02-05,Australia,9,Clear,0,0,81,57,54
2016-02-05,Australia,9,Rain,0.27,0,53,,40
2016-02-05,Australia,9,Snow,0.48,0,,,
2016-02-05,Canada,6,Clear,0,0,36,13.33333333,13
2016-02-05,Canada,6,Rain,0.95,0,40,13.5,25
2016-02-05,Canada,6,Snow,0.76,14,56,,33
2016-02-05,Central,3,Clear,0,0,44,,23
2016-02-05,France,7,Clear,0,0,51,49,48
2016-02-05,France,7,Rain,0.02,0,52,50,
2016-02-05,France,7,Snow,0.96,3,,,
2016-02-05,Germany,8,Clear,,0,,37,
2016-02-05,Germany,8,Rain,0.38,0,43,38,33
2016-02-05,Germany,8,Snow,0.21,2,,,
2016-02-05,Northeast,2,Clear,0,0,,,
2016-02-05,Northeast,2,Rain,8.95,0,52,46,32
2016-02-05,Northeast,2,Snow,19.94,95,49,37,27
2016-02-05,Northwest,1,Clear,0,0,48,,42
2016-02-05,Northwest,1,Rain,5.5,0,51,,39
2016-02-05,Southeast,5,Clear,0,0,,,
2016-02-05,Southeast,5,Rain,6.19,0,77,67,58
2016-02-05,Southwest,4,Clear,0,0,56,42,28
2016-02-05,United Kingdom,10,Clear,0,0,53,51,
2016-02-05,United Kingdom,10,Rain,0.15,0,54,,48
2016-02-06,Australia,9,Clear,0,0,82,63,52
2016-02-06,Australia,9,Rain,0.47,0,92,,58
2016-02-06,Australia,9,Snow,0.65,8,,,
2016-02-06,Canada,6,Clear,0,0,43,24,24
2016-02-06,Canada,6,Rain,0.33,0,53,26,39
2016-02-06,Canada,6,Snow,1.98,16,32,24,17
2016-02-06,Central,3,Clear,0,0,51,,25
2016-02-06,France,7,Clear,0,0,58,51,44
2016-02-06,France,7,Rain,0.19,0,58,51,44
2016-02-06,France,7,Snow,1.56,14,,,
2016-02-06,Germany,8,Clear,0,0,52,45.5,41
2016-02-06,Germany,8,Snow,0.47,7,,,
2016-02-06,Northeast,2,Clear,0,0,37,37.5,17
2016-02-06,Northeast,2,Rain,2.4,0,49,,40
2016-02-06,Northeast,2,Snow,34.3,286,34,,14
2016-02-06,Northwest,1,Clear,0,0,51,,35
2016-02-06,Northwest,1,Rain,18.87,0,50,,37
2016-02-06,Southeast,5,Clear,0,0,68,,59
2016-02-06,Southeast,5,Rain,2.93,0,80,68,60
2016-02-06,Southwest,4,Clear,0,0,58,52,32
2016-02-06,Southwest,4,Rain,1.04,0,61,,31
2016-02-06,United Kingdom,10,Rain,0.92,0,52,51,48
2016-02-07,Australia,9,Clear,0,0,82,62.33333333,58
2016-02-07,Canada,6,Clear,0,0,54,22,25
2016-02-07,Canada,6,Rain,0.88,0,48,20.5,24
2016-02-07,Canada,6,Snow,0.82,4,21,15,10
2016-02-07,Central,3,Clear,0,0,54,,37
2016-02-07,France,7,Clear,0,0,,,
2016-02-07,France,7,Rain,0.18,0,55,48,45
2016-02-07,Germany,8,Clear,0,0,52,43,36
2016-02-07,Germany,8,Rain,0.14,0,51,45,39
2016-02-07,Northeast,2,Clear,0,0,42,38.5,21
2016-02-07,Northeast,2,Rain,0.38,0,,,
2016-02-07,Northeast,2,Snow,,8,45,,11
2016-02-07,Northwest,1,Clear,0,0,48,,33
2016-02-07,Northwest,1,Rain,0.39,0,52,,32
2016-02-07,Southeast,5,Clear,0,0,77,,54
2016-02-07,Southeast,5,Rain,4.56,0,72,60,53
2016-02-07,Southwest,4,Clear,0,0,60,44,29
2016-02-07,United Kingdom,10,Clear,0,0,,,
2016-02-07,United Kingdom,10,Rain,2.08,0,49,45,40
2016-02-08,Australia,9,Clear,0,0,72,57,58
2016-02-08,Canada,6,Clear,0,0,37,7.75,21
2016-02-08,Canada,6,Rain,0.29,0,12,8,3
2016-02-08,Canada,6,Snow,1.55,20,,,
2016-02-08,Central,3,Clear,0,0,40,,30
2016-02-08,Central,3,Snow,0.01,0,,,
2016-02-08,France,7,Clear,0,0,,,
2016-02-08,France,7,Rain,0.26,0,53,49,44
2016-02-08,Germany,8,Clear,0,0,,46,
2016-02-08,Germany,8,Rain,0.54,0,52,46,42
2016-02-08,Northeast,2,Clear,0,0,46,46,24
2016-02-08,Northeast,2,Rain,0.16,0,39,,18
2016-02-08,Northeast,2,Snow,3.32,41,38,29,18
2016-02-08,Northwest,1,Clear,0,0,54,,37
2016-02-08,Northwest,1,Rain,0.11,0,55,,34
2016-02-08,Southeast,5,Clear,0,0,66,57,47
2016-02-08,Southeast,5,Rain,0.01,0,,,
2016-02-08,Southwest,4,Clear,0,0,64,52,33
2016-02-08,United Kingdom,10,Clear,0,0,46,,43
2016-02-08,United Kingdom,10,Rain,0.69,0,47,46,42
2016-02-09,Australia,9,Clear,0,0,73,55.33333333,56
2016-02-09,Australia,9,Snow,0.43,8,,,
2016-02-09,Canada,6,Clear,0,0,32,0.25,15
2016-02-09,Canada,6,Rain,0.01,0,5,0,-5
2016-02-09,Canada,6,Snow,0.36,5,27,,17
2016-02-09,Central,3,Clear,0,0,35,,21
2016-02-09,Central,3,Rain,0.02,0,,,
2016-02-09,France,7,Rain,0.56,0,55,45,39
2016-02-09,France,7,Snow,0.95,11,,,
2016-02-09,Germany,8,Clear,,0,,46,
2016-02-09,Germany,8,Rain,0.98,0,50,47,43
2016-02-09,Germany,8,Snow,0.36,3,,,
2016-02-09,Northeast,2,Clear,0,0,42,48,25
2016-02-09,Northeast,2,Rain,1.04,0,,,
2016-02-09,Northeast,2,Snow,18.91,233,29,23,17
2016-02-09,Northwest,1,Clear,0,0,63,,39
2016-02-09,Northwest,1,Rain,0.04,0,54,,35
2016-02-09,Southeast,5,Clear,0,0,67,62,54
2016-02-09,Southwest,4,Clear,0,0,65,51,34
2016-02-09,United Kingdom,10,Clear,0,0,48,,38
2016-02-09,United Kingdom,10,Rain,0.12,0,47,42,37
2016-02-10,Australia,9,Clear,0,0,76,56.33333333,56
2016-02-10,Australia,9,Rain,0.16,0,54,,40
2016-02-10,Canada,6,Clear,0,0,27,-0.8,12
2016-02-10,Central,3,Clear,0,0,60,,20
2016-02-10,France,7,Clear,0,0,,,
2016-02-10,France,7,Rain,0.37,0,48,41.5,36
2016-02-10,Germany,8,Clear,0,0,,41,
2016-02-10,Germany,8,Rain,0.42,0,46,41,38
2016-02-10,Northeast,2,Clear,0,0,33,,14
2016-02-10,Northeast,2,Rain,0.37,0,55,52,45
2016-02-10,Northeast,2,Snow,0.05,0,36,28,15
2016-02-10,Northwest,1,Clear,0,0,59,,38
2016-02-10,Northwest,1,Rain,0.97,0,55,,43
2016-02-10,Southeast,5,Clear,0,0,65,60,54
2016-02-10,Southwest,4,Clear,0,0,70,51,34
2016-02-10,United Kingdom,10,Clear,0,0,48,,38
2016-02-10,United Kingdom,10,Rain,0.05,0,49,42,39
2016-02-11,Australia,9,Clear,0,0,75,56,57
2016-02-11,Australia,9,Rain,0.56,0,54,,43
2016-02-11,Canada,6,Clear,0,0,33,2.6,13
2016-02-11,Canada,6,Rain,0.25,0,,,
2016-02-11,Central,3,Clear,0,0,41,,22
2016-02-11,France,7,Clear,0,0,,,
2016-02-11,France,7,Rain,0.19,0,48,41.5,37
2016-02-11,Germany,8,Clear,,0,,39,
2016-02-11,Germany,8,Rain,0.47,0,43,39,34
2016-02-11,Northeast,2,Clear,0,0,32,,14
2016-02-11,Northeast,2,Rain,2.53,0,55,50,44
2016-02-11,Northeast,2,Snow,0.15,0,32,28,14
2016-02-11,Northwest,1,Clear,0,0,,,
2016-02-11,Northwest,1,Rain,11.46,0,54,,43
2016-02-11,Southeast,5,Clear,0,0,67,58,49
2016-02-11,Southwest,4,Clear,0,0,74,62,35
2016-02-11,United Kingdom,10,Rain,0.11,0,44,38,30
2016-02-12,Australia,9,Clear,0,0,79,58,55
2016-02-12,Australia,9,Rain,3.2,0,57,,48
2016-02-12,Canada,6,Clear,0,0,24,-8.8,6
2016-02-12,Canada,6,Rain,2.51,0,,,
2016-02-12,Central,3,Clear,0,0,40,,22
2016-02-12,France,7,Clear,0,0,,,
2016-02-12,France,7,Rain,0.25,0,42,38.5,36
2016-02-12,Germany,8,Clear,0,0,44,35.5,30
2016-02-12,Northeast,2,Clear,0,0,26,15,3
2016-02-12,Northeast,2,Rain,10.92,0,57,52,48
2016-02-12,Northeast,2,Snow,0.04,0,,,
2016-02-12,Northwest,1,Clear,,0,,,
2016-02-12,Northwest,1,Rain,65.52,0,55,,45
2016-02-12,Southeast,5,Clear,0,0,71,64,51
2016-02-12,Southwest,4,Clear,0,0,81,58,41
2016-02-12,United Kingdom,10,Clear,0,0,39,,33
2016-02-12,United Kingdom,10,Rain,0.4,0,41,39,32
2016-02-13,Australia,9,Clear,0,0,85,54.66666667,56
2016-02-13,Australia,9,Rain,1.2,0,50,,44
2016-02-13,Canada,6,Clear,0,0,40,-5.66666667,16
2016-02-13,Canada,6,Rain,0.76,0,,,
2016-02-13,Canada,6,Snow,0.19,2,13,-4,-21
2016-02-13,Central,3,Clear,0,0,26,,19
2016-02-13,France,7,Clear,0,0,,,
2016-02-13,France,7,Rain,0.87,0,49,43.5,39
2016-02-13,Germany,8,Clear,0,0,44,34,27
2016-02-13,Germany,8,Rain,0.02,0,44,,28
2016-02-13,Northeast,2,Clear,0,0,23,20,0
2016-02-13,Northeast,2,Rain,4.81,0,50,48,44
2016-02-13,Northeast,2,Snow,0,0,,,
2016-02-13,Northwest,1,Clear,0,0,,,
2016-02-13,Northwest,1,Rain,31.38,0,52,,42
2016-02-13,Southeast,5,Clear,0,0,75,65,53
2016-02-13,Southwest,4,Clear,0,0,76,59,43
2016-02-13,United Kingdom,10,Clear,0,0,,39,
2016-02-13,United Kingdom,10,Rain,0.88,0,44,,34
2016-02-14,Australia,9,Clear,0,0,72,48,51
2016-02-14,Australia,9,Rain,1.73,0,74,65,55
2016-02-14,Canada,6,Clear,0,0,50,13,29
2016-02-14,Canada,6,Rain,0.73,0,21,16,11
2016-02-14,Canada,6,Snow,0.6,3,23,11,0
2016-02-14,Central,3,Clear,0,0,53,,19
2016-02-14,France,7,Clear,0,0,,,
2016-02-14,France,7,Rain,0.7,0,47,42.5,39
2016-02-14,Germany,8,Clear,0,0,40,37.5,34
2016-02-14,Germany,8,Rain,0.16,0,39,,34
2016-02-14,Northeast,2,Clear,0,0,17,0,-11
2016-02-14,Northeast,2,Rain,2.89,0,53,48,46
2016-02-14,Northwest,1,Rain,27.29,0,50,,42
2016-02-14,Southeast,5,Clear,0,0,74,67,56
2016-02-14,Southwest,4,Clear,0,0,73,63,49
2016-02-14,United Kingdom,10,Clear,0,0,43,,33
2016-02-14,United Kingdom,10,Rain,0.25,0,,39,
2016-02-15,Australia,9,Clear,0,0,77,59,51
2016-02-15,Australia,9,Rain,0.96,0,67,,51
2016-02-15,Canada,6,Clear,0,0,44,19,27
2016-02-15,Canada,6,Rain,0.88,0,30,23,15
2016-02-15,Canada,6,Snow,1.63,15,30,21,12
2016-02-15,Central,3,Clear,0,0,58,,29
2016-02-15,France,7,Clear,0,0,45,39,37
2016-02-15,France,7,Rain,0.47,0,45,40,
2016-02-15,Germany,8,Clear,0,0,40,38,34
2016-02-15,Germany,8,Rain,0.05,0,39,,33
2016-02-15,Northeast,2,Clear,0,0,15,,-9
2016-02-15,Northeast,2,Rain,2.58,0,42,52,23
2016-02-15,Northeast,2,Snow,1.04,7,28,11,-4
2016-02-15,Northwest,1,Clear,0,0,,,
2016-02-15,Northwest,1,Rain,19.41,0,53,,44
2016-02-15,Southeast,5,Clear,0,0,72,,61
2016-02-15,Southeast,5,Rain,0.11,0,75,71,68
2016-02-15,Southwest,4,Clear,0,0,73,64,50
2016-02-15,United Kingdom,10,Clear,0,0,46,37,31
2016-02-15,United Kingdom,10,Rain,0.1,0,,,
2016-02-16,Australia,9,Clear,0,0,57,47,42
2016-02-16,Australia,9,Rain,4.55,0,65,59.5,55
2016-02-16,Canada,6,Clear,0,0,28,3.25,6
2016-02-16,Canada,6,Rain,1.2,0,45,7,34
2016-02-16,Canada,6,Snow,0.39,2,50,,12
2016-02-16,Central,3,Clear,0,0,50,,26
2016-02-16,Central,3,Rain,0.01,0,50,,26
2016-02-16,France,7,Clear,0,0,44,37,33
2016-02-16,France,7,Rain,0.27,0,,,
2016-02-16,France,7,Snow,0.22,1,,,
2016-02-16,Germany,8,Clear,0,0,35,33,27
2016-02-16,Germany,8,Snow,0.37,1,,,
2016-02-16,Northeast,2,Clear,0,0,55,51,36
2016-02-16,Northeast,2,Rain,8.51,0,55,40,29
2016-02-16,Northeast,2,Snow,19.17,61,46,,2
2016-02-16,Northwest,1,Clear,,0,53,,48
2016-02-16,Northwest,1,Rain,35.29,0,53,,46
2016-02-16,Southeast,5,Clear,0,0,74,,68
2016-02-16,Southeast,5,Rain,7.66,0,77,74,66
2016-02-16,Southwest,4,Clear,0,0,75,58,41
2016-02-16,United Kingdom,10,Clear,0,0,44,36,25
2016-02-16,United Kingdom,10,Rain,0.76,0,44,,29
2016-02-17,Australia,9,Clear,0,0,70,52,48
2016-02-17,Australia,9,Rain,6.92,0,70,65,54
2016-02-17,Canada,6,Clear,0,0,41,10,8
2016-02-17,Canada,6,Rain,3.49,0,53,8,28
2016-02-17,Central,3,Clear,0,0,64,,27
2016-02-17,France,7,Clear,0,0,41,32,26
2016-02-17,France,7,Rain,1.25,0,,,
2016-02-17,Germany,8,Clear,,0,,31,
2016-02-17,Germany,8,Rain,1.06,0,39,33,26
2016-02-17,Northeast,2,Clear,0,0,46,42,29
2016-02-17,Northeast,2,Rain,20.67,0,55,52,33
2016-02-17,Northwest,1,Clear,0,0,62,,44
2016-02-17,Northwest,1,Rain,4.3,0,57,,44
2016-02-17,Southeast,5,Clear,0,0,77,70,62
2016-02-17,Southeast,5,Rain,7.59,0,80,,63
2016-02-17,Southwest,4,Clear,0,0,78,58,41
2016-02-17,United Kingdom,10,Clear,0,0,,40,33
2016-02-17,United Kingdom,10,Rain,1.02,0,47,,32
2016-02-18,Australia,9,Clear,0,0,74,55,50
2016-02-18,Australia,9,Rain,5.51,0,71,65.5,56
2016-02-18,Canada,6,Clear,0,0,52,31.25,36
2016-02-18,Canada,6,Rain,1.38,0,36,31,27
2016-02-18,Central,3,Clear,0,0,78,,45
2016-02-18,France,7,Clear,0,0,,35,30
2016-02-18,France,7,Rain,0.23,0,39,33,27
2016-02-18,Germany,8,Clear,0,0,42,36,30
2016-02-18,Northeast,2,Clear,0,0,39,33,24
2016-02-18,Northeast,2,Rain,4.32,0,51,49,44
2016-02-18,Northeast,2,Snow,,2,56,,-5
2016-02-18,Northwest,1,Rain,36.07,0,53,,42
2016-02-18,Southeast,5,Clear,0,0,77,68,58
2016-02-18,Southwest,4,Clear,0,0,75,62,45
2016-02-18,United Kingdom,10,Clear,0,0,50,,37
2016-02-18,United Kingdom,10,Rain,0.67,0,51,39,38
2016-02-19,Australia,9,Clear,0,0,72,64.5,55
2016-02-19,Australia,9,Rain,1.21,0,69,62,54
2016-02-19,Canada,6,Clear,0,0,65,34,49
2016-02-19,Canada,6,Rain,0.62,0,36,34,32
2016-02-19,Canada,6,Snow,0.02,0,,,
2016-02-19,Central,3,Clear,0,0,73,,47
2016-02-19,France,7,Clear,0,0,,,
2016-02-19,France,7,Rain,0.08,0,50,40.5,32
2016-02-19,Germany,8,Clear,0,0,42,37.5,33
2016-02-19,Northeast,2,Clear,0,0,38,,15
2016-02-19,Northeast,2,Rain,4.39,0,48,47,35
2016-02-19,Northeast,2,Snow,0,0,37,28,20
2016-02-19,Northwest,1,Clear,0,0,,,
2016-02-19,Northwest,1,Rain,22.9,0,49,,41
2016-02-19,Southeast,5,Clear,0,0,77,,62
2016-02-19,Southeast,5,Rain,0.03,0,76,70,66
2016-02-19,Southwest,4,Clear,0,0,79,69,55
2016-02-19,United Kingdom,10,Rain,0.21,0,53,41,31
2016-02-20,Australia,9,Clear,0,0,72,59,55
2016-02-20,Australia,9,Rain,0.87,0,52,,39
2016-02-20,Canada,6,Clear,0,0,47,19.66666667,36
2016-02-20,Canada,6,Rain,0.72,0,33,21,9
2016-02-20,Canada,6,Snow,0.58,2,,,
2016-02-20,Central,3,Clear,0,0,76,,33
2016-02-20,France,7,Clear,0,0,,,
2016-02-20,France,7,Rain,0.19,0,55,49.5,41
2016-02-20,Germany,8,Clear,,0,,38,
2016-02-20,Germany,8,Rain,2.47,0,42,38,31
2016-02-20,Northeast,2,Clear,0,0,55,43,29
2016-02-20,Northeast,2,Rain,4.21,0,47,43,24
2016-02-20,Northeast,2,Snow,0.16,0,58,,31
2016-02-20,Northwest,1,Clear,0,0,52,,38
2016-02-20,Northwest,1,Rain,27.54,0,47,,36
2016-02-20,Southeast,5,Clear,0,0,75,71,65
2016-02-20,Southwest,4,Clear,0,0,79,69,62
2016-02-20,Southwest,4,Rain,0.01,0,,,
2016-02-20,United Kingdom,10,Rain,0.24,0,58,51,40
2016-02-21,Australia,9,Clear,0,0,82,61,49
2016-02-21,Australia,9,Rain,0.08,0,50,,34
2016-02-21,Canada,6,Clear,0,0,51,3.5,34
2016-02-21,Canada,6,Rain,0.15,0,44,7,32
2016-02-21,Canada,6,Snow,0.14,0,23,8.5,-7
2016-02-21,Central,3,Clear,0,0,58,,33
2016-02-21,France,7,Clear,0,0,55,52,50
2016-02-21,France,7,Rain,0.02,0,56,53,51
2016-02-21,Germany,8,Clear,0,0,,47,
2016-02-21,Germany,8,Rain,3.85,0,52,47,41
2016-02-21,Northeast,2,Clear,0,0,55,50,37
2016-02-21,Northeast,2,Rain,0.29,0,51,42,34
